year,geography,state,table_number,table_title,section,parent_label,source_label,value,source_symbol,unit,universe,publication,page,source_file,source_column,notes
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Foreign-born persons,Europe,57008,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Austria,993,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Belgium,364,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Czechoslovakia,1203,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Denmark,225,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Estonia,198,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Finland,182,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,France,1483,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Germany,8156,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Greece,3821,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Hungary,1369,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Ireland,3768,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Italy,14064,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Latvia,282,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Lithuania,188,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Netherlands,770,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Norway,357,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Poland,7110,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Portugal,1365,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Romania,844,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Spain,962,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Sweden,364,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Switzerland,540,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,United Kingdom,4638,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Europe,Yugoslavia,3229,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Foreign-born persons,Soviet Union,3034,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Foreign-born persons,Asia,49337,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Afghanistan,191,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Burma,39,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Cambodia,4,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,China,2731,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Hong Kong,582,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,India,6346,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Indonesia,222,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Iran,1414,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Iraq,220,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Israel,2190,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Japan,8924,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Jordan,349,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Korea,12240,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Laos,125,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Lebanon,1264,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Malaysia,114,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Pakistan,900,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Philippines,5129,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Saudi Arabia,60,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Syria,877,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Taiwan,1835,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Thailand,352,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Turkey,2137,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Asia,Vietnam,342,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Foreign-born persons,North America,17468,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,North America,Canada,2134,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,North America,Mexico,574,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,North America,Caribbean,11846,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Caribbean,Bahamas,48,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Caribbean,Barbados,259,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Caribbean,Cuba,4266,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Caribbean,Dominican Republic,1945,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Caribbean,Grenada,35,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Caribbean,Haiti,530,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Caribbean,Jamaica,3343,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Caribbean,Trinidad and Tobago,868,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,North America,Central America,2863,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Central America,Belize,39,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Central America,Costa Rica,280,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Central America,El Salvador,1309,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Central America,Guatemala,457,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Central America,Honduras,318,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Central America,Nicaragua,250,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Central America,Panama,196,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Foreign-born persons,South America,14032,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Argentina,1283,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Bolivia,285,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Brazil,956,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Chile,483,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Colombia,6239,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Ecuador,2383,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Guyana,301,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Peru,1493,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Uruguay,280,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,South America,Venezuela,251,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Foreign-born persons,Africa,2444,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Africa,Cape Verde,,—,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,Dash shown in source; numeric value left blank.
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Africa,Egypt,1125,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Africa,Ethiopia,89,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Africa,Ghana,87,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Africa,Morocco,133,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Africa,Nigeria,59,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Africa,South Africa,290,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Foreign-born persons,Oceania,243,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Oceania,Australia,188,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Oceania,New Zealand,20,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
1990,Bergen County,New Jersey,139,Place of Birth of Foreign-Born Persons: 1990,Place of birth of foreign-born persons,Foreign-born persons,Area not reported,5295,,persons,Foreign-born persons,"1990 Census of Population: Social and Economic Characteristics, New Jersey",267,cp-2-32-1table139.pdf,Bergen County,
