year,source_period,geography,european_group,group_type,european_subregion,hierarchy_level,population,margin_of_error,unit,measure_scope,historical_comparability,standard_variable,parent_label,source_label,table_id,table,crosswalk_id,publication,official_source_url,source_file,verification_status,notes
2000,2000,Bergen County,Sweden,country_or_area,Northern Europe,2,380,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_sweden,Europe > Northern Europe,Sweden,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-017,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,United Kingdom,country_or_area,Northern Europe,2,3804,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_united_kingdom,Europe > Northern Europe,United Kingdom,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-015,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Greece,country_or_area,Southern Europe,2,3423,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_greece,Europe > Southern Europe,Greece,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-026,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Italy,country_or_area,Southern Europe,2,11717,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_italy,Europe > Southern Europe,Italy,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-027,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Other Southern Europe,residual_category,Southern Europe,2,54,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_southern_europe_other_southern_europe,Europe > Southern Europe,Other Southern Europe,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-030,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Portugal,country_or_area,Southern Europe,2,1788,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_portugal,Europe > Southern Europe,Portugal,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-028,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Spain,country_or_area,Southern Europe,2,1072,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_spain,Europe > Southern Europe,Spain,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-029,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Austria,country_or_area,Western Europe,2,701,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_austria,Europe > Western Europe,Austria,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-020,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,France,country_or_area,Western Europe,2,1157,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_france,Europe > Western Europe,France,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-021,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Germany,country_or_area,Western Europe,2,5753,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_germany,Europe > Western Europe,Germany,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-022,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Netherlands,country_or_area,Western Europe,2,497,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_netherlands,Europe > Western Europe,Netherlands,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-023,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Other Western Europe,residual_category,Western Europe,2,816,,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_western_europe_other_western_europe,Europe > Western Europe,Other Western Europe,PCT19,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-024,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2010,2006-2010,Bergen County,Europe,region_total,,0,59395,1937,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe,,Estimate!!Total!!Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-002,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1937; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Northern Europe,subregion_total,Northern Europe,1,5623,563,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe,Europe,Estimate!!Total!!Europe!!Northern Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-003,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=563; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,United Kingdom (inc. Crown Dependencies),country_or_area,Northern Europe,2,3042,385,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_united_kingdom_inc_crown_dependencies,Europe > Northern Europe,Estimate!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies),B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-004,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=385; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,"United Kingdom, excluding England and Scotland",country_component,Northern Europe,3,1329,311,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_united_kingdom_inc_crown_dependencies_united_kingdom_excluding_england_and_scotland,Europe > Northern Europe > United Kingdom (inc. Crown Dependencies),"Estimate!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)!!United Kingdom, excluding England and Scotland",B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-005,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=311; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,England,country_component,Northern Europe,3,1331,230,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_united_kingdom_inc_crown_dependencies_england,Europe > Northern Europe > United Kingdom (inc. Crown Dependencies),Estimate!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)!!England,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-006,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=230; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Scotland,country_component,Northern Europe,3,382,123,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_united_kingdom_inc_crown_dependencies_scotland,Europe > Northern Europe > United Kingdom (inc. Crown Dependencies),Estimate!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)!!Scotland,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-007,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=123; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Ireland,country_or_area,Northern Europe,2,2136,405,persons,foreign_born_population,unknown,foreign_born_country_of_birth_ireland,Europe > Northern Europe,Estimate!!Total!!Europe!!Northern Europe!!Ireland,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-008,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=405; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Denmark,country_or_area,Northern Europe,2,66,53,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_denmark,Europe > Northern Europe,Estimate!!Total!!Europe!!Northern Europe!!Denmark,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-009,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=53; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Norway,country_or_area,Northern Europe,2,113,67,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_norway,Europe > Northern Europe,Estimate!!Total!!Europe!!Northern Europe!!Norway,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-010,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=67; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Sweden,country_or_area,Northern Europe,2,184,79,persons,foreign_born_population,unknown,foreign_born_country_of_birth_sweden,Europe > Northern Europe,Estimate!!Total!!Europe!!Northern Europe!!Sweden,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-011,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=79; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Other Northern Europe,residual_category,Northern Europe,2,82,57,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_other_northern_europe,Europe > Northern Europe,Estimate!!Total!!Europe!!Northern Europe!!Other Northern Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-012,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=57; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Western Europe,subregion_total,Western Europe,1,6235,605,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_western_europe,Europe,Estimate!!Total!!Europe!!Western Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-013,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=605; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Austria,country_or_area,Western Europe,2,405,122,persons,foreign_born_population,unknown,foreign_born_country_of_birth_austria,Europe > Western Europe,Estimate!!Total!!Europe!!Western Europe!!Austria,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-014,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=122; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Belgium,country_or_area,Western Europe,2,197,92,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_western_europe_belgium,Europe > Western Europe,Estimate!!Total!!Europe!!Western Europe!!Belgium,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-015,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=92; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,France,country_or_area,Western Europe,2,868,198,persons,foreign_born_population,unknown,foreign_born_country_of_birth_france,Europe > Western Europe,Estimate!!Total!!Europe!!Western Europe!!France,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-016,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=198; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Germany,country_or_area,Western Europe,2,3807,498,persons,foreign_born_population,unknown,foreign_born_country_of_birth_germany,Europe > Western Europe,Estimate!!Total!!Europe!!Western Europe!!Germany,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-017,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=498; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Netherlands,country_or_area,Western Europe,2,320,122,persons,foreign_born_population,unknown,foreign_born_country_of_birth_netherlands,Europe > Western Europe,Estimate!!Total!!Europe!!Western Europe!!Netherlands,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-018,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=122; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Switzerland,country_or_area,Western Europe,2,577,179,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_western_europe_switzerland,Europe > Western Europe,Estimate!!Total!!Europe!!Western Europe!!Switzerland,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-019,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=179; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Other Western Europe,residual_category,Western Europe,2,61,98,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_western_europe_other_western_europe,Europe > Western Europe,Estimate!!Total!!Europe!!Western Europe!!Other Western Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-020,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=98; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Southern Europe,subregion_total,Southern Europe,1,14623,1039,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_southern_europe,Europe,Estimate!!Total!!Europe!!Southern Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-021,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1039; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Greece,country_or_area,Southern Europe,2,2619,426,persons,foreign_born_population,unknown,foreign_born_country_of_birth_greece,Europe > Southern Europe,Estimate!!Total!!Europe!!Southern Europe!!Greece,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-022,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=426; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Italy,country_or_area,Southern Europe,2,9142,779,persons,foreign_born_population,unknown,foreign_born_country_of_birth_italy,Europe > Southern Europe,Estimate!!Total!!Europe!!Southern Europe!!Italy,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-023,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=779; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Portugal,country_or_area,Southern Europe,2,1521,395,persons,foreign_born_population,unknown,foreign_born_country_of_birth_portugal,Europe > Southern Europe,Estimate!!Total!!Europe!!Southern Europe!!Portugal,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-024,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=395; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Spain,country_or_area,Southern Europe,2,1326,472,persons,foreign_born_population,unknown,foreign_born_country_of_birth_spain,Europe > Southern Europe,Estimate!!Total!!Europe!!Southern Europe!!Spain,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-025,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=472; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Other Southern Europe,residual_category,Southern Europe,2,15,24,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_southern_europe_other_southern_europe,Europe > Southern Europe,Estimate!!Total!!Europe!!Southern Europe!!Other Southern Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-026,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=24; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Eastern Europe,subregion_total,Eastern Europe,1,32832,1687,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe,Europe,Estimate!!Total!!Europe!!Eastern Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-027,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1687; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Albania,country_or_area,Eastern Europe,2,1272,380,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_albania,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Albania,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-028,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=380; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Belarus,country_or_area,Eastern Europe,2,725,262,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_belarus,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Belarus,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-029,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=262; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Bulgaria,country_or_area,Eastern Europe,2,573,203,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_bulgaria,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Bulgaria,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-030,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=203; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Croatia,country_or_area,Eastern Europe,2,1999,463,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_croatia,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Croatia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-031,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=463; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Czechoslovakia (includes Czech Republic and Slovakia),legacy_multi_country_area,Eastern Europe,2,485,142,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_czechoslovakia_includes_czech_republic_and_slovakia,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Czechoslovakia (includes Czech Republic and Slovakia),B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-032,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=142; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Hungary,country_or_area,Eastern Europe,2,871,248,persons,foreign_born_population,unknown,foreign_born_country_of_birth_hungary,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Hungary,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-033,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=248; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Latvia,country_or_area,Eastern Europe,2,397,184,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_latvia,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Latvia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-034,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=184; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
